Título,Detalles,Precio_limpio,Colonia_limpia,M2_Construccion,Precio_por_M2,Precio_Promedio_M2_Colonia,Calificacion_Rentabilidad
Casa Venta  Lomas del Valle,"Superficie: 810.0m², Construcción: 460.0m², Recámaras: 4.0, Baños: 3.0, Estacionamientos: 4.0",23850000.0,lomas valle zapopan,460.0,51847.82608695652,59816.08970873954,Alta Rentabilidad
"Casa de Lujo en Venta en Vistas de la Cañada, Zapopan","Superficie: 876.0m², Construcción: 710.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 4.0",34000000.0,lomas valle zapopan,710.0,47887.32394366197,59816.08970873954,Alta Rentabilidad
Casa de lujo en venta Zapopan Lomas del Valle,"Superficie: 1061.02m², Construcción: 450.0m², Recámaras: 3.0, Baños: 4.0, Estacionamientos: 3.0",32000000.0,lomas valle zapopan,450.0,71111.11111111111,59816.08970873954,Baja Rentabilidad
Hermosa Casa en Venta en Lomas de Zapopan Dentro de Coto,"Superficie: 107.0m², Construcción: 140.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 2.0",4500000.0,lomas zapopan zapopan,140.0,32142.85714285714,33770.31831070352,Rentabilidad Promedio
Casa en venta,"Superficie: 283.0m², Construcción: 339.0m², Recámaras: 4.0, Baños: 3.0, Estacionamientos: 4.0",12400000.0,lomas zapopan zapopan,339.0,36578.17109144543,33770.31831070352,Baja Rentabilidad
Bonita Casa en Venta Punta Norte Habitat Zapopan,"Superficie: 90.0m², Construcción: 140.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 2.0",3990000.0,lomas zapopan zapopan,140.0,28500.0,33770.31831070352,Alta Rentabilidad
Casa Una Planta en Venta Zona Lomas de Zapopan,"Superficie: 143.0m², Construcción: 100.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 1.0",3280000.0,lomas zapopan zapopan,100.0,32800.0,33770.31831070352,Rentabilidad Promedio
Excelente casa en venta en Lomas de Zapopan,"Superficie: 231.0m², Construcción: 161.0m², Recámaras: 4.0, Baños: 4.0, Estacionamientos: 1.0",4900000.0,lomas zapopan zapopan,161.0,30434.782608695652,33770.31831070352,Alta Rentabilidad
Casa en venta Lomas Zapopan,"Superficie: 0.0m², Construcción: 122.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 2.0",4800000.0,lomas zapopan zapopan,122.0,39344.262295081964,33770.31831070352,Baja Rentabilidad
Casa en venta Naciones Unidas,"Superficie: 374.0m², Construcción: 350.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 4.0",17000000.0,lomas zapopan zapopan,350.0,48571.42857142857,33770.31831070352,Muy Baja Rentabilidad
"CASA EN VENTA CERCA DE JABIL, PERIFERICO NORTE Y LINEA 3. CON RECAMARA EN PLANTA BAJA","Superficie: 122.0m², Construcción: 134.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 2.0",2920000.0,lomas zapopan zapopan,134.0,21791.044776119405,33770.31831070352,Muy Alta Rentabilidad
"Casa en Mezquitan Country, Guadalajara","Superficie: 340.0m², Construcción: 25.0m², Recámaras: 4.0, Baños: 4.0, Estacionamientos: 2.0",10200000.0,mezquitan country guadalajara,25.0,408000.0,90923.93192488264,Muy Baja Rentabilidad
MARAVILLOSA INVERSION en MEZQUITAN COUNTRY!,"Superficie: 120.0m², Construcción: 200.0m², Recámaras: 17.0, Baños: 17.0, Estacionamientos: 1.0",3789000.0,mezquitan country guadalajara,200.0,18945.0,90923.93192488264,Muy Alta Rentabilidad
"Casa en venta, Guadalajara","Superficie: 65.0m², Construcción: 80.0m², Recámaras: 2.0, Baños: 1.0, Estacionamientos: 1.0",2600000.0,mezquitan country guadalajara,80.0,32500.0,90923.93192488264,Muy Alta Rentabilidad
Casa en Venta Dentro de Coto en Mezquitan Country Guadalajara.,"Superficie: 60.0m², Construcción: 150.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 1.0",2950000.0,mezquitan country guadalajara,150.0,19666.666666666668,90923.93192488264,Muy Alta Rentabilidad
Casa en Venta en Mezquitan Country,"Superficie: 69.0m², Construcción: 69.0m², Recámaras: 2.0, Baños: 1.0, Estacionamientos: 0.0",2300000.0,mezquitan country guadalajara,69.0,33333.333333333336,90923.93192488264,Muy Alta Rentabilidad
Casa en Venta en Mezquitan Country,"Superficie: 71.0m², Construcción: 71.0m², Recámaras: 2.0, Baños: 1.0, Estacionamientos: 0.0",2350000.0,mezquitan country guadalajara,71.0,33098.59154929577,90923.93192488264,Muy Alta Rentabilidad
CASA EN VENTA MIRADOR DE SAN ISIDRO,"Superficie: 119.0m², Construcción: 170.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 2.0",4500000.0,mirador san isidro zapopan,170.0,26470.58823529412,23327.492217781015,Baja Rentabilidad
Casa en Venta ubicada en Mirador de San Isidro - Cardenal,"Superficie: 168.0m², Construcción: 214.0m², Recámaras: 4.0, Baños: 3.0, Estacionamientos: 2.0",4250000.0,mirador san isidro zapopan,214.0,19859.81308411215,23327.492217781015,Alta Rentabilidad
"Casas en Venta, Coto Boreales 2, con Recamara en Planta Baja, Zapopan Norte","Superficie: 107.0m², Construcción: 175.0m², Recámaras: 4.0, Baños: 3.0, Estacionamientos: 2.0",4750000.0,mirador san isidro zapopan,175.0,27142.85714285714,23327.492217781015,Baja Rentabilidad
"Venta casa en Mirador de San Isidro, Zapopan en esquina Remodelada","Superficie: 161.0m², Construcción: 205.0m², Recámaras: 4.0, Baños: 2.0, Estacionamientos: 1.0",5497700.0,mirador san isidro zapopan,205.0,26818.048780487807,23327.492217781015,Baja Rentabilidad
CASA EN VENTA SOBRE AVENIDA VALLE DE SAN ISIDRO,"Superficie: 108.0m², Construcción: 312.0m², Recámaras: 4.0, Baños: 2.0, Estacionamientos: 2.0",5100000.0,mirador san isidro zapopan,312.0,16346.153846153846,23327.492217781015,Muy Alta Rentabilidad
CASA EN VENTA A UNOS PASOS DE LA UNIVA. IDEAL PARA INVERSIONISTA.,"Superficie: 181.0m², Construcción: 320.0m², Recámaras: 6.0, Baños: 5.0, Estacionamientos: 2.0",6050000.0,mirador sol zapopan,320.0,18906.25,29846.757880467077,Muy Alta Rentabilidad
Casa en Venta en el Mirador del Sol - Av. Moctezuma 4808,"Superficie: 213.0m², Construcción: 220.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 2.0",8800000.0,mirador sol zapopan,220.0,40000.0,29846.757880467077,Muy Baja Rentabilidad
"Casa en VENTA Frente a PLAZA CIUDADELA, ideal para COMERCIO, NEGOCIO U OFICINAS","Superficie: 170.0m², Construcción: 220.0m², Recámaras: 4.0, Baños: 2.0, Estacionamientos: 4.0",5650000.0,mirador sol zapopan,220.0,25681.81818181818,29846.757880467077,Alta Rentabilidad
Casa en Venta en Mirador del Sol,"Superficie: 139.0m², Construcción: 228.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 0.0",6900000.0,mirador sol zapopan,228.0,30263.157894736843,29846.757880467077,Rentabilidad Promedio
"Bonita casa en excelente estado de conservación, en Mirador del Sol, Zapopan","Superficie: 152.0m², Construcción: 193.0m², Recámaras: 4.0, Baños: 2.0, Estacionamientos: 2.0",7120000.0,mirador sol zapopan,193.0,36891.19170984456,29846.757880467077,Muy Baja Rentabilidad
Residencia Mirador del Sol,"Superficie: 321.0m², Construcción: 278.0m², Recámaras: 4.0, Baños: 3.0, Estacionamientos: 3.0",7600000.0,mirador sol zapopan,278.0,27338.12949640288,29846.757880467077,Alta Rentabilidad
"PROPIEDAD DE INVERSIÓN EN VENTA, COL. MODERNA, GUADALAJARA","Superficie: 112.8m², Construcción: 202.0m², Recámaras: 4.0, Baños: 2.0, Estacionamientos: 2.0",4150000.0,moderna guadalajara,202.0,20544.554455445545,29417.938693942324,Muy Alta Rentabilidad
CASA EN VENTA EN COLONIA MODERNA,"Superficie: 262.0m², Construcción: 537.0m², Recámaras: 9.0, Baños: 10.0, Estacionamientos: 4.0",21000000.0,moderna guadalajara,537.0,39106.14525139665,29417.938693942324,Muy Baja Rentabilidad
DEPARTAMENTO EN VENTA EN CALLE SUIZA,"Superficie: 46.02m², Construcción: 46.02m², Recámaras: 1.0, Baños: 1.0, Estacionamientos: 0.0",2623140.0,moderna guadalajara,46.02,56999.99999999999,29417.938693942324,Muy Baja Rentabilidad
"Casa en venta en Colonia Moderna, Guadalajara Jalisco","Superficie: 220.0m², Construcción: 251.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 2.0",6380000.0,moderna guadalajara,251.0,25418.326693227093,29417.938693942324,Alta Rentabilidad
Casa en Venta en Colonia Moderna,"Superficie: 256.0m², Construcción: 414.0m², Recámaras: 5.0, Baños: 5.0, Estacionamientos: 2.0",11300000.0,moderna guadalajara,414.0,27294.685990338163,29417.938693942324,Alta Rentabilidad
CASA EN VENTA (COL MODERNA),"Superficie: 485.0m², Construcción: 605.0m², Recámaras: 4.0, Baños: 3.0, Estacionamientos: 8.0",12800000.0,moderna guadalajara,605.0,21157.02479338843,29417.938693942324,Muy Alta Rentabilidad
CASA EN VENTA EN ESQUINA COLONIA MODERNA.,"Superficie: 564.0m², Construcción: 646.0m², Recámaras: 11.0, Baños: 0.0, Estacionamientos: 0.0",23950000.0,moderna guadalajara,646.0,37074.303405572755,29417.938693942324,Muy Baja Rentabilidad
Casa venta y renta 20 recámaras colonia Moderna 800m2,"Superficie: 800.0m², Construcción: 1095.0m², Recámaras: 20.0, Baños: 8.0, Estacionamientos: 8.0",24750000.0,moderna guadalajara,1095.0,22602.739726027397,29417.938693942324,Muy Alta Rentabilidad
Se vende casa en Colonia Moderna,"Superficie: 445.0m², Construcción: 900.0m², Recámaras: 25.0, Baños: 25.0, Estacionamientos: 0.0",13500000.0,moderna guadalajara,900.0,15000.0,29417.938693942324,Muy Alta Rentabilidad
Casa para Negocio Colonia Moderna,"Superficie: 314.0m², Construcción: 447.0m², Recámaras: 4.0, Baños: 2.0, Estacionamientos: 2.0",8050000.0,moderna guadalajara,447.0,18008.948545861298,29417.938693942324,Muy Alta Rentabilidad
Casa España en la Colonia Moderna,"Superficie: 500.0m², Construcción: 750.0m², Recámaras: 7.0, Baños: 3.0, Estacionamientos: 1.0",17650000.0,moderna guadalajara,750.0,23533.333333333332,29417.938693942324,Muy Alta Rentabilidad
"Casa en venta en la colonia Moderna, Guadalajara, Jalisco","Superficie: 447.0m², Construcción: 224.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 2.0",7800000.0,moderna guadalajara,224.0,34821.42857142857,29417.938693942324,Baja Rentabilidad
CASA EN VENTA EN LA COLONIA MODERNA,"Superficie: 300.0m², Construcción: 355.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 1.0",7990000.0,moderna guadalajara,355.0,22507.042253521126,29417.938693942324,Muy Alta Rentabilidad
¡Oportunidad Única! Casa y Oficina con Uso de Suelo Vertical,"Superficie: 500.0m², Construcción: 230.0m², Recámaras: 5.0, Baños: 1.0, Estacionamientos: 4.0",10990000.0,moderna guadalajara,230.0,47782.608695652176,29417.938693942324,Muy Baja Rentabilidad
"RESIDENCIA EN VENTA EN MONRAZ, GUADALAJARA","Superficie: 1175.0m², Construcción: 450.0m², Recámaras: 4.0, Baños: 4.0, Estacionamientos: 3.0",32000000.0,monraz guadalajara,450.0,71111.11111111111,44961.850284699445,Muy Baja Rentabilidad
Casa en Venta en Monraz,"Superficie: 253.0m², Construcción: 293.0m², Recámaras: 4.0, Baños: 2.0, Estacionamientos: 2.0",10200000.0,monraz guadalajara,293.0,34812.286689419794,44961.850284699445,Muy Alta Rentabilidad
"CASA EN VENTA EN MONRAZ, GUADALAJARA","Superficie: 577.0m², Construcción: 675.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 3.0",17100000.0,monraz guadalajara,675.0,25333.333333333332,44961.850284699445,Muy Alta Rentabilidad
,"Superficie: 256.0m², Construcción: 338.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 2.0",11500000.0,monraz guadalajara,338.0,34023.668639053256,44961.850284699445,Muy Alta Rentabilidad
"DEPARTAMENTO EN VENTA EN AV. NACIONES UNIDAS, ZAPOPAN","Superficie: 60.0m², Construcción: 64.0m², Recámaras: 1.0, Baños: 1.0, Estacionamientos: 0.0",4754410.0,monraz guadalajara,64.0,74287.65625,44961.850284699445,Muy Baja Rentabilidad
CASA EN VENTA EN ZONA MONRAZ,"Superficie: 310.0m², Construcción: 394.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 3.0",11900000.0,monraz guadalajara,394.0,30203.045685279187,44961.850284699445,Muy Alta Rentabilidad
CASA EN VENTA EN LA COLONIA MONUMENTAL,"Superficie: 250.0m², Construcción: 271.0m², Recámaras: 4.0, Baños: 2.0, Estacionamientos: 1.0",5650000.0,monumental guadalajara,271.0,20848.70848708487,20614.02996094722,Rentabilidad Promedio
"Casa en Venta en colonia Monumental , Guadalajara!!!!!!!","Superficie: 265.0m², Construcción: 277.0m², Recámaras: 5.0, Baños: 3.0, Estacionamientos: 2.0",5700000.0,monumental guadalajara,277.0,20577.617328519857,20614.02996094722,Rentabilidad Promedio
"Casa en Venta  en colonia Monumental , Guadalajara","Superficie: 265.0m², Construcción: 277.0m², Recámaras: 5.0, Baños: 3.0, Estacionamientos: 2.0",6500000.0,monumental guadalajara,277.0,23465.703971119132,20614.02996094722,Baja Rentabilidad
Casa Moderna Recién Remodelada – ¡Lista Para Habitar!,"Superficie: 140.0m², Construcción: 223.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 1.0",4690000.0,monumental guadalajara,223.0,21031.39013452915,20614.02996094722,Rentabilidad Promedio
Casa en Colonia Monumental Guadalajara,"Superficie: 209.0m², Construcción: 320.0m², Recámaras: 3.0, Baños: 4.0, Estacionamientos: 2.0",4990000.0,monumental guadalajara,320.0,15593.75,20614.02996094722,Muy Alta Rentabilidad
"Casa en Venta, Monumental, Guadalajara, Jalisco","Superficie: 127.0m², Construcción: 227.0m², Recámaras: 4.0, Baños: 3.0, Estacionamientos: 3.0",4500000.0,monumental guadalajara,227.0,19823.788546255506,20614.02996094722,Rentabilidad Promedio
Casa Remodelada en Venta por El Estadio Jalisco en Guadalajara.,"Superficie: 160.0m², Construcción: 245.0m², Recámaras: 4.0, Baños: 3.0, Estacionamientos: 1.0",5545000.0,monumental guadalajara,245.0,22632.65306122449,20614.02996094722,Baja Rentabilidad
CASA EN VENTA COLONIA MONUMENTAL,"Superficie: 256.0m², Construcción: 277.0m², Recámaras: 5.0, Baños: 3.0, Estacionamientos: 0.0",5800000.0,monumental guadalajara,277.0,20938.628158844764,20614.02996094722,Rentabilidad Promedio
CASA IDEAL POR UBICACION PARA BODEGA O EDIFICIOS,"Superficie: 371.0m², Construcción: 264.0m², Recámaras: 4.0, Baños: 2.0, Estacionamientos: 0.0",6000000.0,oblatos guadalajara,264.0,22727.272727272728,19379.550647144388,Baja Rentabilidad
"PROPIEDAD CON DEPARTAMENTOS INDEPENDIENTES EN VENTA, OBLATOS, GUADALAJARA","Superficie: 104.0m², Construcción: 169.0m², Recámaras: 9.0, Baños: 6.0, Estacionamientos: 0.0",3949000.0,oblatos guadalajara,169.0,23366.863905325445,19379.550647144388,Muy Baja Rentabilidad
Se vende esquina en el centro de Guadalajara Dionisio Rodríguez esquina con Emiliano Zapata,"Superficie: 396.0m², Construcción: 400.0m², Recámaras: 5.0, Baños: 4.0, Estacionamientos: 0.0",4650000.0,oblatos guadalajara,400.0,11625.0,19379.550647144388,Muy Alta Rentabilidad
Casa en venta en Oblatos,"Superficie: 140.0m², Construcción: 270.0m², Recámaras: 2.0, Baños: 1.0, Estacionamientos: 4.0",4800000.0,oblatos guadalajara,270.0,17777.777777777777,19379.550647144388,Alta Rentabilidad
¡CASA EN VENTA EN LA COLONIA OBLATOS!,"Superficie: 200.0m², Construcción: 150.0m², Recámaras: 7.0, Baños: 2.0, Estacionamientos: 1.0",4080000.0,oblatos guadalajara,150.0,27200.0,19379.550647144388,Muy Baja Rentabilidad
Casa en Venta en Oblatos,"Superficie: 796.0m², Construcción: 1270.0m², Recámaras: 6.0, Baños: 6.0, Estacionamientos: 6.0",14850000.0,oblatos guadalajara,1270.0,11692.913385826772,19379.550647144388,Muy Alta Rentabilidad
Casa en venta en Colonia Oblatos 3 niveles,"Superficie: 79.0m², Construcción: 192.0m², Recámaras: 4.0, Baños: 3.0, Estacionamientos: 1.0",2995000.0,oblatos guadalajara,192.0,15598.958333333334,19379.550647144388,Alta Rentabilidad
¡CASA EN VENTA EN AV. JOAQUIN AMARO!,"Superficie: 75.0m², Construcción: 105.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 0.0",2630000.0,oblatos guadalajara,105.0,25047.619047619046,19379.550647144388,Muy Baja Rentabilidad
Casa única en Virreyes,"Superficie: 284.0m², Construcción: 325.0m², Recámaras: 3.0, Baños: 4.0, Estacionamientos: 3.0",12900000.0,parque castellana zapopan,325.0,39692.307692307695,35910.333054626535,Baja Rentabilidad
"CASA EN VENTA EN AV. NACIONES UNIDAS, PARQUE DE LA CASTELLANA, ZAPOPAN","Superficie: 240.0m², Construcción: 288.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 2.0",7290000.0,parque castellana zapopan,288.0,25312.5,35910.333054626535,Muy Alta Rentabilidad
,"Superficie: 274.0m², Construcción: 325.0m², Recámaras: 4.0, Baños: 4.0, Estacionamientos: 6.0",12500000.0,parque castellana zapopan,325.0,38461.53846153846,35910.333054626535,Baja Rentabilidad
CASA EN VENTA EN NACIONES UNIDAS,"Superficie: 174.0m², Construcción: 230.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 2.0",7750000.0,parque castellana zapopan,230.0,33695.65217391304,35910.333054626535,Alta Rentabilidad
"CASA EN VENTA EN ZAPOPAN, JALISCO, LA CASTELLANA","Superficie: 216.0m², Construcción: 250.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 2.0",10200000.0,parque castellana zapopan,250.0,40800.0,35910.333054626535,Baja Rentabilidad
Casa en venta Condominio Ibiza,"Superficie: 226.84m², Construcción: 168.0m², Recámaras: 2.0, Baños: 2.0, Estacionamientos: 3.0",6300000.0,parque castellana zapopan,168.0,37500.0,35910.333054626535,Rentabilidad Promedio
Casa Dentro de Coto El Rincón - Parque Regency,"Superficie: 312.0m², Construcción: 445.0m², Recámaras: 4.0, Baños: 4.0, Estacionamientos: 2.0",13500000.0,parque regency zapopan,445.0,30337.078651685395,34218.864578786895,Alta Rentabilidad
CASA EN VENTA EN PARQUE REGENCY,"Superficie: 280.0m², Construcción: 360.0m², Recámaras: 4.0, Baños: 4.0, Estacionamientos: 4.0",9500000.0,parque regency zapopan,360.0,26388.88888888889,34218.864578786895,Muy Alta Rentabilidad
"CASA EN VENTA, AV. NACIONES UNIDAS, ZAPOPAN","Superficie: 340.0m², Construcción: 388.2m², Recámaras: 4.0, Baños: 4.0, Estacionamientos: 4.0",10400000.0,parque regency zapopan,388.2,26790.314270994335,34218.864578786895,Muy Alta Rentabilidad
"CASA EN VENTA, AV. NACIONES UNIDAS, PARQUE REGENCY, ZAPOPAN","Superficie: 168.0m², Construcción: 201.0m², Recámaras: 4.0, Baños: 2.0, Estacionamientos: 2.0",7940000.0,parque regency zapopan,201.0,39502.48756218905,34218.864578786895,Baja Rentabilidad
"Casa en venta en coto privado en Virreyes Residencial | Seguridad, lujo y espacios amplios","Superficie: 240.0m², Construcción: 270.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 4.0",10500000.0,parque regency zapopan,270.0,38888.88888888889,34218.864578786895,Baja Rentabilidad
Casa en Venta en Coto en Av. Naciones Unidas,"Superficie: 210.0m², Construcción: 220.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 3.0",7300000.0,parque regency zapopan,220.0,33181.818181818184,34218.864578786895,Rentabilidad Promedio
"Casa en Venta en Virreyes, Coto Bristol","Superficie: 280.0m², Construcción: 210.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 2.0",8900000.0,parque regency zapopan,210.0,42380.95238095238,34218.864578786895,Muy Baja Rentabilidad
"CASA EN VENTA EN AV. NACIONES UNIDAS, PARQUE REGENCY, ZAPOPAN","Superficie: 273.0m², Construcción: 328.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 2.0",11900000.0,parque regency zapopan,328.0,36280.48780487805,34218.864578786895,Baja Rentabilidad
CASA EN VENTA MOD. MAGNOLIAN EN PARQUES DEL BOSQUE,"Superficie: 80.0m², Construcción: 122.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 2.0",3405000.0,parques bosque san pedro tlaquepaque,122.0,27909.83606557377,27446.82632145413,Rentabilidad Promedio
CASA EN VENTA EN PARQUES DEL BOSQUE,"Superficie: 90.0m², Construcción: 120.0m², Recámaras: 2.0, Baños: 2.0, Estacionamientos: 2.0",2650000.0,parques bosque san pedro tlaquepaque,120.0,22083.333333333332,27446.82632145413,Alta Rentabilidad
Casa en Venta en Parques del Bosque ITESO coto Arboleda 1,"Superficie: 80.0m², Construcción: 120.0m², Recámaras: 3.0, Baños: 2.0, Estacionamientos: 2.0",3199000.0,parques bosque san pedro tlaquepaque,120.0,26658.333333333332,27446.82632145413,Rentabilidad Promedio
CASA EN VENTA MOD. GRAN FRESNO EN PARQUES DEL BOSQUE,"Superficie: 80.0m², Construcción: 101.0m², Recámaras: 3.0, Baños: 3.0, Estacionamientos: 2.0",3025000.0,parques bosque san pedro tlaquepaque,101.0,29950.49504950495,27446.82632145413,Baja Rentabilidad
